Gene stable ID	Gene name	Mouse gene stable ID	Mouse gene name	Mouse homology type
ENSG00000129667	RHBDF2	ENSMUSG00000020806	Rhbdf2	ortholog_one2one
ENSG00000210164	MT-TG			
ENSG00000198840	MT-ND3	ENSMUSG00000064360	mt-Nd3	ortholog_one2one
ENSG00000262319	AC007952.6			
ENSG00000210174	MT-TR			
ENSG00000212907	MT-ND4L	ENSMUSG00000065947	mt-Nd4l	ortholog_one2one
ENSG00000156575	PRG3	ENSMUSG00000027072	Prg3	ortholog_one2one
ENSG00000117834	SLC5A9	ENSMUSG00000028544	Slc5a9	ortholog_one2one
ENSG00000198886	MT-ND4	ENSMUSG00000064363	mt-Nd4	ortholog_one2one
ENSG00000233452	STXBP5-AS1			
ENSG00000226752	CUTALP			
ENSG00000210176	MT-TH			
ENSG00000170482	SLC23A1	ENSMUSG00000024354	Slc23a1	ortholog_one2one
ENSG00000210184	MT-TS2			
ENSG00000210191	MT-TL2			
ENSG00000273010	AL360270.3			
ENSG00000198786	MT-ND5	ENSMUSG00000064367	mt-Nd5	ortholog_one2one
ENSG00000228872	AC096664.1			
ENSG00000259413	AC011270.1			
ENSG00000278054	AL591926.7			
ENSG00000275493	FAM27D1			
ENSG00000198695	MT-ND6	ENSMUSG00000064368	mt-Nd6	ortholog_one2one
ENSG00000099290	WASHC2A	ENSMUSG00000024104	Washc2	ortholog_one2many
ENSG00000258630	LINC02292			
ENSG00000210194	MT-TE			
ENSG00000224077	AP000936.1			
ENSG00000198727	MT-CYB	ENSMUSG00000064370	mt-Cytb	ortholog_one2one
ENSG00000143119	CD53	ENSMUSG00000040747	Cd53	ortholog_one2one
ENSG00000211968	IGHV1-58			
ENSG00000210195	MT-TT			
ENSG00000211966	IGHV5-51			
ENSG00000210196	MT-TP			
ENSG00000256108	AC135586.1			
ENSG00000170409	AC091390.1			
ENSG00000260469	C15orf59-AS1			
ENSG00000116962	NID1	ENSMUSG00000005397	Nid1	ortholog_one2one
ENSG00000279096	AL356289.3			
ENSG00000283562	IGHVIII-44			
ENSG00000260029	AC007608.2			
ENSG00000106780	MEGF9	ENSMUSG00000039270	Megf9	ortholog_one2one
ENSG00000215397	SCRT2	ENSMUSG00000060257	Scrt2	ortholog_one2one
ENSG00000204149	AGAP6			
ENSG00000160185	UBASH3A	ENSMUSG00000042345	Ubash3a	ortholog_one2one
ENSG00000162076	FLYWCH2	ENSMUSG00000023911	Flywch2	ortholog_one2one
ENSG00000227883	ATP6V0E1P4			
ENSG00000229833	PET100	ENSMUSG00000087687	Pet100	ortholog_one2one
ENSG00000205209	SCGB2B2			
ENSG00000205025	OR5G5P			
ENSG00000129951	PLPPR3	ENSMUSG00000035835	Plppr3	ortholog_one2one
ENSG00000197889	MEIG1	ENSMUSG00000026650	Meig1	ortholog_one2one
ENSG00000179044	EXOC3L1	ENSMUSG00000043251	Exoc3l	ortholog_one2one
ENSG00000187510	PLEKHG7			
ENSG00000238041	AP004245.1			
ENSG00000225497	KCNMA1-AS2			
ENSG00000117335	CD46	ENSMUSG00000016493	Cd46	ortholog_one2one
ENSG00000196893	AC090286.1			
ENSG00000211952	IGHV4-28	ENSMUSG00000076674	Ighv3-8	ortholog_many2many
ENSG00000211952	IGHV4-28	ENSMUSG00000093838	Ighv3-1	ortholog_many2many
ENSG00000211952	IGHV4-28	ENSMUSG00000094029	Ighv3-3	ortholog_many2many
ENSG00000211952	IGHV4-28	ENSMUSG00000076670	Ighv3-5	ortholog_many2many
ENSG00000211952	IGHV4-28	ENSMUSG00000103939	Ighv3-4	ortholog_many2many
ENSG00000211952	IGHV4-28	ENSMUSG00000076672	Ighv3-6	ortholog_many2many
ENSG00000211952	IGHV4-28	ENSMUSG00000076676	Ighv12-3	ortholog_many2many
ENSG00000249305	AC048346.1			
ENSG00000253462	IGHVIII-26-1			
ENSG00000255421	AP002340.1			
ENSG00000113318	MSH3	ENSMUSG00000014850	Msh3	ortholog_one2one
ENSG00000259013	AL118558.2			
ENSG00000116353	MECR	ENSMUSG00000028910	Mecr	ortholog_one2one
ENSG00000140459	CYP11A1	ENSMUSG00000032323	Cyp11a1	ortholog_one2one
ENSG00000183644	C11orf88	ENSMUSG00000032057	4833427G06Rik	ortholog_one2one
ENSG00000137707	BTG4	ENSMUSG00000032056	Btg4	ortholog_one2one
ENSG00000178440	LINC00843			
ENSG00000253260	AC087664.1			
ENSG00000196814	MVB12B	ENSMUSG00000038740	Mvb12b	ortholog_one2one
ENSG00000257127	CLLU1			
ENSG00000249818	AC097375.2			
ENSG00000158258	CLSTN2	ENSMUSG00000032452	Clstn2	ortholog_one2one
ENSG00000232413	AL589923.1			
ENSG00000254215	IGHVIII-11-1			
ENSG00000224044	UBDP1			
ENSG00000124191	TOX2	ENSMUSG00000074607	Tox2	ortholog_one2one
ENSG00000282738	AC243829.7			
ENSG00000144744	UBA3	ENSMUSG00000030061	Uba3	ortholog_one2one
ENSG00000167912	AC090152.1			
ENSG00000198846	TOX	ENSMUSG00000041272	Tox	ortholog_one2one
ENSG00000256250	AC073912.1			
ENSG00000053254	FOXN3	ENSMUSG00000033713	Foxn3	ortholog_one2one
ENSG00000259073	FOXN3-AS2			
ENSG00000123643	SLC36A1	ENSMUSG00000020261	Slc36a1	ortholog_one2one
ENSG00000211933	IGHV6-1	ENSMUSG00000076674	Ighv3-8	ortholog_many2many
ENSG00000211933	IGHV6-1	ENSMUSG00000093838	Ighv3-1	ortholog_many2many
ENSG00000211933	IGHV6-1	ENSMUSG00000094029	Ighv3-3	ortholog_many2many
ENSG00000211933	IGHV6-1	ENSMUSG00000076670	Ighv3-5	ortholog_many2many
ENSG00000211933	IGHV6-1	ENSMUSG00000103939	Ighv3-4	ortholog_many2many
ENSG00000211933	IGHV6-1	ENSMUSG00000076672	Ighv3-6	ortholog_many2many
ENSG00000211933	IGHV6-1	ENSMUSG00000076676	Ighv12-3	ortholog_many2many
ENSG00000257065	AL049844.1			
ENSG00000021852	C8B	ENSMUSG00000029656	C8b	ortholog_one2one
ENSG00000236170	IGHD1-1			
ENSG00000226777	FAM30A			
ENSG00000255280	AP001922.4			
ENSG00000270371	AL122127.1			
ENSG00000254298	AC008641.1			
ENSG00000244413	RPL23AP56			
ENSG00000236626	MTND5P17			
ENSG00000187486	KCNJ11	ENSMUSG00000096146	Kcnj11	ortholog_one2one
ENSG00000155087	ODF1	ENSMUSG00000061923	Odf1	ortholog_one2one
ENSG00000249602	AL589765.4			
ENSG00000203288	TDRKH-AS1			
ENSG00000100284	TOM1	ENSMUSG00000042870	Tom1	ortholog_one2one
ENSG00000237273	RSL24D1P8			
ENSG00000239269	RPSAP4			
ENSG00000268916	CSAG3			
ENSG00000214827	MTCP1	ENSMUSG00000031200	Mtcp1	ortholog_one2one
ENSG00000160803	UBQLN4	ENSMUSG00000008604	Ubqln4	ortholog_one2one
ENSG00000186020	ZNF529			
ENSG00000075914	EXOSC7	ENSMUSG00000025785	Exosc7	ortholog_one2one
ENSG00000233646	OR52T1P			
ENSG00000268288	AL589765.5			
ENSG00000258659	TRIM34	ENSMUSG00000056144	Trim34a	ortholog_many2many
ENSG00000258659	TRIM34	ENSMUSG00000090215	Trim34b	ortholog_many2many
ENSG00000229704	EIF2S2P2			
ENSG00000278339	KIR2DP1			
ENSG00000239600	AP000797.1			
ENSG00000167083	GNGT2	ENSMUSG00000038811	Gngt2	ortholog_one2one
ENSG00000162885	B3GALNT2	ENSMUSG00000039242	B3galnt2	ortholog_one2one
ENSG00000279818	AP002991.2			
ENSG00000178243	C9orf62			
ENSG00000258820	AF111167.1			
ENSG00000272154	AC244517.2			
ENSG00000279983	AC244517.10			
ENSG00000261432	LINC01613			
ENSG00000278954	AC130686.1			
ENSG00000268238	IGFL1P2			
ENSG00000146001	PCDHB18P			
ENSG00000250719	AL672043.1	ENSMUSG00000078593	1700042G07Rik	ortholog_one2one
ENSG00000273736	AC244100.1			
ENSG00000214514	KRT42P			
ENSG00000226957	AL358075.1			
ENSG00000260136	AC008915.2			
ENSG00000160284	SPATC1L	ENSMUSG00000009115	Spatc1l	ortholog_one2one
ENSG00000280039	RN7SKP23			
ENSG00000259782	AC008915.1			
ENSG00000117461	PIK3R3	ENSMUSG00000111410	AL670603.1	ortholog_many2many
ENSG00000117461	PIK3R3	ENSMUSG00000028698	Pik3r3	ortholog_many2many
ENSG00000279047	AC244517.5			
ENSG00000197149	AC107956.1			
ENSG00000104967	NOVA2	ENSMUSG00000030411	Nova2	ortholog_one2one
ENSG00000277539	AC138058.1			
ENSG00000229732	AC019349.1			
ENSG00000223609	HBD	ENSMUSG00000073940	Hbb-bt	ortholog_many2many
ENSG00000223609	HBD	ENSMUSG00000052305	Hbb-bs	ortholog_many2many
ENSG00000099617	EFNA2	ENSMUSG00000003070	Efna2	ortholog_one2one
ENSG00000229992	HMGB3P9			
ENSG00000254629	AP002370.1			
ENSG00000266973	AC092296.1			
ENSG00000235924	ZNRF2P3			
ENSG00000276868	AL353626.2			
ENSG00000249778	TRMT112P2			
ENSG00000235220	HLA-F			
ENSG00000198496	NBR2			
ENSG00000255341	OR8Q1P			
ENSG00000274473	SCT			
ENSG00000223604	AC007394.1			
ENSG00000175329	ISX	ENSMUSG00000031621	Isx	ortholog_one2one
ENSG00000236237	LTB			
ENSG00000253852	AC011383.1			
ENSG00000165868	HSPA12A	ENSMUSG00000025092	Hspa12a	ortholog_one2one
ENSG00000237544	MAS1LP1			
ENSG00000276896	GOLGA8F			
ENSG00000152422	XRCC4	ENSMUSG00000021615	Xrcc4	ortholog_one2one
ENSG00000259803	SLC22A31			
ENSG00000280333	AC090617.10			
ENSG00000248807	KRTAP9-12P			
ENSG00000280051	AC079456.1			
ENSG00000160325	CACFD1	ENSMUSG00000015488	Cacfd1	ortholog_one2one
ENSG00000256699	TMEM132D-AS2			
ENSG00000258673	LINC01397			
ENSG00000215883	CYB5RL	ENSMUSG00000028621	Cyb5rl	ortholog_one2one
ENSG00000135083	CCNJL	ENSMUSG00000044707	Ccnjl	ortholog_one2one
ENSG00000240871	KRTAP4-7	ENSMUSG00000078130	Gm11555	ortholog_many2many
ENSG00000240871	KRTAP4-7	ENSMUSG00000044649	Krtap4-2	ortholog_many2many
ENSG00000240871	KRTAP4-7	ENSMUSG00000063251	Krtap4-1	ortholog_many2many
ENSG00000240871	KRTAP4-7	ENSMUSG00000045109	Krtap4-7	ortholog_many2many
ENSG00000240871	KRTAP4-7	ENSMUSG00000069718	Gm11563	ortholog_many2many
ENSG00000236838	AC090617.2			
ENSG00000275386	AC105081.1			
ENSG00000255037	AC136443.2			
ENSG00000140691	ARMC5	ENSMUSG00000042178	Armc5	ortholog_one2one
ENSG00000250821	EXOC1L	ENSMUSG00000091204	Gm7271	ortholog_one2one
ENSG00000256407	AL357673.1			
ENSG00000242067	RPL9P28			
ENSG00000171014	OR4D5	ENSMUSG00000045812	Olfr984	ortholog_one2one
ENSG00000141298	SSH2	ENSMUSG00000037926	Ssh2	ortholog_one2one
ENSG00000229388	LINC01715			
ENSG00000263063	AC024361.2			
ENSG00000264985	AC124804.1			
ENSG00000233271	AL590440.1			
ENSG00000143001	TMEM61			
ENSG00000231536	AC226101.2			
ENSG00000216867	AC226101.1			
ENSG00000242396	AC096536.3			
ENSG00000226186	ELOCP21			
ENSG00000235072	AC012074.1			
ENSG00000258881	AC007040.2	ENSMUSG00000014748	Tex261	ortholog_one2many
ENSG00000255408	PCDHA3			
ENSG00000229273	BX664615.1			
ENSG00000233719	GOT2P3			
ENSG00000273994	SDR42E1P1			
ENSG00000229707	SKP1P3			
ENSG00000160323	ADAMTS13	ENSMUSG00000014852	Adamts13	ortholog_one2one
ENSG00000198554	WDHD1	ENSMUSG00000037572	Wdhd1	ortholog_one2one
ENSG00000204444	APOM	ENSMUSG00000024391	Apom	ortholog_one2one
ENSG00000254986	DPP3	ENSMUSG00000063904	Dpp3	ortholog_one2one
ENSG00000189144	ZNF573			
ENSG00000229696	KARSP1			
ENSG00000137818	RPLP1			
ENSG00000160447	PKN3	ENSMUSG00000026785	Pkn3	ortholog_one2one
ENSG00000229954	MTND2P2			
ENSG00000224471	MTCO3P19			
ENSG00000158234	FAIM	ENSMUSG00000096316	Faiml	ortholog_one2many
ENSG00000158234	FAIM	ENSMUSG00000032463	Faim	ortholog_one2many
ENSG00000185666	SYN3	ENSMUSG00000059602	Syn3	ortholog_one2one
ENSG00000261379	AC010735.1			
ENSG00000087074	PPP1R15A	ENSMUSG00000040435	Ppp1r15a	ortholog_one2one
ENSG00000256349	AP002748.4	ENSMUSG00000006464	Bbs1	ortholog_one2many
ENSG00000219430	MBL3P			
ENSG00000100234	TIMP3	ENSMUSG00000020044	Timp3	ortholog_one2one
ENSG00000189190	ZNF600			
ENSG00000225401	TGIF2P1			
ENSG00000278980	AP003485.1			
ENSG00000237693	IRGM	ENSMUSG00000046879	Irgm1	ortholog_one2many
ENSG00000237693	IRGM	ENSMUSG00000078853	Igtp	ortholog_one2many
ENSG00000237693	IRGM	ENSMUSG00000069874	Irgm2	ortholog_one2many
ENSG00000229960	AL590483.1			
ENSG00000254677	OSBPL9P2			
ENSG00000279015	AC016717.3			
ENSG00000099821	POLRMT	ENSMUSG00000020329	Polrmt	ortholog_one2one
ENSG00000118496	FBXO30	ENSMUSG00000047648	Fbxo30	ortholog_one2one
ENSG00000185651	UBE2L3	ENSMUSG00000038965	Ube2l3	ortholog_one2one
ENSG00000183246	RIMBP3C	ENSMUSG00000071636	Rimbp3	ortholog_one2many
ENSG00000260000	AL133338.1			
ENSG00000279798	AC018659.2			
ENSG00000276039	AL353770.2			
ENSG00000088367	EPB41L1	ENSMUSG00000027624	Epb41l1	ortholog_one2one
ENSG00000263588	AC091043.1			
ENSG00000255360	AP004607.8			
ENSG00000090581	GNPTG	ENSMUSG00000035521	Gnptg	ortholog_one2one
ENSG00000206480	FLOT1			
ENSG00000267992	AC010605.1			
ENSG00000070669	ASNS	ENSMUSG00000029752	Asns	ortholog_one2one
ENSG00000236822	NMBR-AS1			
ENSG00000271402	IGKV2OR2-2			
ENSG00000184677	ZBTB40	ENSMUSG00000060862	Zbtb40	ortholog_one2one
ENSG00000236394	AL807752.4			
ENSG00000253792	AC025437.5			
ENSG00000278634	LILRA2			
ENSG00000242019	KIR3DL3			
ENSG00000220695	Z86062.1			
ENSG00000258983	AL162171.2			
ENSG00000239429	AF274854.1			
ENSG00000235035	AC005234.1			
ENSG00000281335	MIF-AS1			
ENSG00000223548	AC034228.1			
ENSG00000099822	HCN2	ENSMUSG00000020331	Hcn2	ortholog_one2one
ENSG00000281287	AP000350.12			
ENSG00000111199	TRPV4	ENSMUSG00000014158	Trpv4	ortholog_one2one
ENSG00000196653	ZNF502			
ENSG00000260790	AC092338.2			
ENSG00000228790	AC245128.2			
ENSG00000105550	FGF21	ENSMUSG00000030827	Fgf21	ortholog_one2one
ENSG00000211878	TRAJ11			
ENSG00000282952	AL583852.1			
ENSG00000174951	FUT1	ENSMUSG00000008461	Fut1	ortholog_one2one
ENSG00000070778	PTPN21	ENSMUSG00000021009	Ptpn21	ortholog_one2one
ENSG00000230229	AC010163.2			
ENSG00000282863	AC012560.1			
ENSG00000081019	RSBN1	ENSMUSG00000044098	Rsbn1	ortholog_one2one
ENSG00000137700	SLC37A4	ENSMUSG00000032114	Slc37a4	ortholog_one2one
ENSG00000278220	CLN8			
ENSG00000148346	LCN2			
ENSG00000243478	AOX2P			
ENSG00000138326	RPS24			
ENSG00000265217	AC090358.1			
ENSG00000272343	AC107952.2			
ENSG00000264232	LINC01916			
ENSG00000235990	RPL23AP20			
ENSG00000280201	AP003400.6			
ENSG00000074603	DPP8	ENSMUSG00000032393	Dpp8	ortholog_one2one
ENSG00000273622	CDC42EP5			
ENSG00000232197	AL596442.1			
ENSG00000164430	CGAS	ENSMUSG00000032344	Mb21d1	ortholog_one2one
ENSG00000212916	MAP10	ENSMUSG00000050930	Map10	ortholog_one2one
ENSG00000073584	SMARCE1	ENSMUSG00000037935	Smarce1	ortholog_one2one
ENSG00000264058	AC073508.2	ENSMUSG00000035849	Krt222	ortholog_one2many
ENSG00000225427	LINC00331			
ENSG00000228616	AF274858.2			
ENSG00000232850	PTGES2-AS1			
ENSG00000221910	OR2F2	ENSMUSG00000095831	Olfr453	ortholog_many2many
ENSG00000221910	OR2F2	ENSMUSG00000094192	Olfr452	ortholog_many2many
ENSG00000221910	OR2F2	ENSMUSG00000095236	Olfr38	ortholog_many2many
ENSG00000258930	AC005230.1			
ENSG00000132275	RRP8	ENSMUSG00000030888	Rrp8	ortholog_one2one
ENSG00000128581	IFT22	ENSMUSG00000007987	Ift22	ortholog_one2one
ENSG00000185433	LINC00158			
ENSG00000054983	GALC	ENSMUSG00000021003	Galc	ortholog_one2one
ENSG00000167106	FAM102A	ENSMUSG00000039157	Fam102a	ortholog_one2one
ENSG00000238114	LTB			
ENSG00000258505	AL442163.2			
ENSG00000255075	CENPUP1			
ENSG00000148296	SURF6	ENSMUSG00000036160	Surf6	ortholog_one2one
ENSG00000226717	PTPRD-AS2			
ENSG00000253287	AC104012.1			
ENSG00000185963	BICD2	ENSMUSG00000037933	Bicd2	ortholog_one2one
ENSG00000231701	BMS1P13			
ENSG00000249987	RPS4XP20			
ENSG00000133275	CSNK1G2	ENSMUSG00000003345	Csnk1g2	ortholog_one2one
ENSG00000176318	FOXN3P1			
ENSG00000218510	LINC00339			
ENSG00000107807	TLX1	ENSMUSG00000025215	Tlx1	ortholog_one2one
ENSG00000228169	PPIAP19			
ENSG00000240388	AC008799.1			
ENSG00000277447	AP005431.1			
ENSG00000204414	CSHL1	ENSMUSG00000020713	Gh	ortholog_one2many
ENSG00000108352	RAPGEFL1	ENSMUSG00000038020	Rapgefl1	ortholog_one2one
ENSG00000282240	TRBV6-4			
ENSG00000134202	GSTM3	ENSMUSG00000004032	Gstm5	ortholog_one2one
ENSG00000241720	AL158847.1			
ENSG00000251093	AC093281.2			
ENSG00000276327	KIR2DS1			
ENSG00000275937	GU182339.3			
ENSG00000137168	PPIL1	ENSMUSG00000024007	Ppil1	ortholog_one2one
ENSG00000236360	AL445183.3			
ENSG00000278306	KIR2DS3			
ENSG00000206287	RING1			
ENSG00000232379	AL390879.1			
ENSG00000143164	DCAF6	ENSMUSG00000026571	Dcaf6	ortholog_one2one
ENSG00000253629	AP000426.1			
ENSG00000251199	AC109830.1			
ENSG00000211820	TRAV41			
ENSG00000189238	LINC00943			
ENSG00000280013	CU639417.3			
ENSG00000237405	AGER			
ENSG00000237283	AL691515.1			
ENSG00000150732	AL136372.1			
ENSG00000279784	FP236315.3			
ENSG00000211817	TRAV38-2DV8	ENSMUSG00000076865	Trdv2-1	ortholog_many2many
ENSG00000211817	TRAV38-2DV8	ENSMUSG00000076866	Trdv2-2	ortholog_many2many
ENSG00000139899	CBLN3	ENSMUSG00000040380	Cbln3	ortholog_one2one
ENSG00000276450	NCR1			
ENSG00000229852	AC019205.2			
ENSG00000116793	PHTF1	ENSMUSG00000058388	Phtf1	ortholog_one2one
ENSG00000105501	SIGLEC5			
ENSG00000108602	ALDH3A1	ENSMUSG00000019102	Aldh3a1	ortholog_one2one
ENSG00000276293	PIP4K2B	ENSMUSG00000018547	Pip4k2b	ortholog_one2one
ENSG00000282477	AC100803.4			
ENSG00000244071	RPL9P33			
ENSG00000232145	AC099548.1			
ENSG00000241136	PAICSP6			
ENSG00000196735	HLA-DQA1	ENSMUSG00000036594	H2-Aa	ortholog_one2many
ENSG00000251497	PITPNM2-AS1			
ENSG00000250057	AC114781.2			
ENSG00000167716	WDR81	ENSMUSG00000045374	Wdr81	ortholog_one2one
ENSG00000279568	AC093525.9			
ENSG00000153885	KCTD15	ENSMUSG00000030499	Kctd15	ortholog_one2one
ENSG00000229524	BAG6			
ENSG00000277238	TAS2R10			
ENSG00000270132	AF192304.1			
ENSG00000165775	FUNDC2	ENSMUSG00000031198	Fundc2	ortholog_one2one
ENSG00000064225	ST3GAL6	ENSMUSG00000022747	St3gal6	ortholog_one2one
ENSG00000099804	CDC34	ENSMUSG00000020870	Cdc34b	ortholog_one2many
ENSG00000099804	CDC34	ENSMUSG00000020307	Cdc34	ortholog_one2many
ENSG00000064270	ATP2C2	ENSMUSG00000034112	Atp2c2	ortholog_one2one
ENSG00000067842	ATP2B3	ENSMUSG00000031376	Atp2b3	ortholog_one2one
ENSG00000270276	HIST2H4B	ENSMUSG00000069305	Hist1h4n	ortholog_one2one
ENSG00000268892	AC010620.1			
ENSG00000117016	RIMS3	ENSMUSG00000032890	Rims3	ortholog_one2one
ENSG00000236786	TSPY15P			
ENSG00000146063	TRIM41	ENSMUSG00000040365	Trim41	ortholog_one2one
ENSG00000254579	AC013488.1			
ENSG00000278698	AL162574.2			
ENSG00000137502	RAB30	ENSMUSG00000030643	Rab30	ortholog_one2one
ENSG00000266916	ZNF793-AS1			
ENSG00000259067	AL583810.3			
ENSG00000261219	AC090651.1			
ENSG00000104635	SLC39A14	ENSMUSG00000022094	Slc39a14	ortholog_one2one
ENSG00000196301	HLA-DRB9			
ENSG00000144792	ZNF660			
ENSG00000265751	AC015878.1			
ENSG00000251051	ELL2P2			
ENSG00000109610	SOD3	ENSMUSG00000072941	Sod3	ortholog_one2one
ENSG00000254081	LINC01299			
ENSG00000243007	RPL12P35			
ENSG00000137819	PAQR5	ENSMUSG00000032278	Paqr5	ortholog_one2one
ENSG00000279659	AL451064.2			
ENSG00000253470	AC016074.1			
ENSG00000271356	AC073091.2			
ENSG00000079950	STX7	ENSMUSG00000019998	Stx7	ortholog_one2one
ENSG00000143320	CRABP2	ENSMUSG00000004885	Crabp2	ortholog_one2one
ENSG00000225107	AC092484.1			
ENSG00000280094	OR1B1	ENSMUSG00000075377	Olfr362	ortholog_one2one
ENSG00000140939	NOL3	ENSMUSG00000014776	Nol3	ortholog_one2one
ENSG00000139537	CCDC65	ENSMUSG00000003354	Ccdc65	ortholog_one2one
ENSG00000226347	OR2J2			
ENSG00000134287	ARF3	ENSMUSG00000051853	Arf3	ortholog_one2one
ENSG00000284721	AL662907.3			
ENSG00000233880	AL161722.2			
ENSG00000215351	PPIAP1			
ENSG00000145975	FAM217A	ENSMUSG00000021414	Fam217a	ortholog_one2one
ENSG00000218748	DBIP1			
ENSG00000254325	AC018607.1			
ENSG00000176219	OR11H6	ENSMUSG00000050028	Olfr745	ortholog_one2one
ENSG00000227689	SRP68P2			
ENSG00000224455	VPS52			
ENSG00000006125	AP2B1	ENSMUSG00000035152	Ap2b1	ortholog_one2one
ENSG00000225393	BX571846.1			
ENSG00000226225	RPS18			
ENSG00000111077	TNS2	ENSMUSG00000037003	Tns2	ortholog_one2one
ENSG00000169410	PTPN9	ENSMUSG00000032290	Ptpn9	ortholog_one2one
ENSG00000181698	OR5T1	ENSMUSG00000047969	Olfr1093	ortholog_one2many
ENSG00000143977	SNRPG			
ENSG00000107643	MAPK8	ENSMUSG00000021936	Mapk8	ortholog_one2one
ENSG00000267592	AC004134.1			
ENSG00000259424	AC118658.1			
ENSG00000182022	CHST15	ENSMUSG00000030930	Chst15	ortholog_one2one
ENSG00000124490	CRISP2	ENSMUSG00000023930	Crisp2	ortholog_one2one
ENSG00000215547	DEFB115	ENSMUSG00000074679	Defb28	ortholog_one2one
ENSG00000260269	AC105036.3			
ENSG00000232334	AL683842.1			
ENSG00000277112	ANKRD20A21P			
ENSG00000267477	AC008481.3	ENSMUSG00000111842	AC163623.1	ortholog_one2one
ENSG00000270894	AC015849.4			
ENSG00000213438	YBX2P1			
ENSG00000254508	FBXO3-AS1			
ENSG00000110921	MVK	ENSMUSG00000041939	Mvk	ortholog_one2one
ENSG00000238285	MRPL50P2			
ENSG00000233620	AC093581.1			
ENSG00000261270	AC012181.3			
ENSG00000224216	AC234781.1			
ENSG00000261114	AC012181.2			
ENSG00000225108	ZBTB45P1			
ENSG00000139737	SLAIN1	ENSMUSG00000055717	Slain1	ortholog_one2one
ENSG00000277987	LINC02351			
ENSG00000233955	AHCYP3			
ENSG00000214244	SETP21			
ENSG00000213303	AC008481.1			
ENSG00000282568	TRBV2			
ENSG00000278991	AC090181.3			
ENSG00000259652	AC090181.1			
ENSG00000280071	FP565260.6	ENSMUSG00000053329	D10Jhu81e	ortholog_one2many
ENSG00000237515	SHISA9	ENSMUSG00000022494	Shisa9	ortholog_one2one
ENSG00000155961	RAB39B	ENSMUSG00000031202	Rab39b	ortholog_one2one
ENSG00000254658	OR8J2			
ENSG00000118292	C1orf54	ENSMUSG00000038543	BC028528	ortholog_one2one
ENSG00000255025	AF228730.5			
ENSG00000238200	MGAT2P2			
ENSG00000236844	AC069213.3			
ENSG00000181718	OR5T2	ENSMUSG00000075167	Olfr1101	ortholog_one2many
ENSG00000181718	OR5T2	ENSMUSG00000075175	Olfr1086	ortholog_one2many
ENSG00000181718	OR5T2	ENSMUSG00000078420	Olfr141	ortholog_one2many
ENSG00000181718	OR5T2	ENSMUSG00000075171	Olfr1095	ortholog_one2many
ENSG00000228929	RPS13P2			
ENSG00000269096	CT45A3	ENSMUSG00000064016	Gm648	ortholog_many2many
ENSG00000269096	CT45A3	ENSMUSG00000073173	Gm10477	ortholog_many2many
ENSG00000225008	AC234781.2			
ENSG00000231319	OR2B3			
ENSG00000228986	AC234781.3			
ENSG00000247345	AC092343.1			
ENSG00000230491	AC234781.4			
ENSG00000155962	CLIC2			
ENSG00000262116	AC009134.1			
ENSG00000152931	PART1			
ENSG00000161914	ZNF653	ENSMUSG00000038895	Zfp653	ortholog_one2one
ENSG00000230227	SIAH1P1			
ENSG00000212330	RNU6-244P			
ENSG00000207171	SNORA51			
ENSG00000264960	U1			
ENSG00000212442	RNU6-243P	ENSMUSG00000087789	Gm23166	ortholog_one2one
ENSG00000278144	NEAT1_1	ENSMUSG00000098986	Gm28006	ortholog_one2one
ENSG00000283926	MIR192			
ENSG00000207940	MIR567			
ENSG00000221502	MIR1245A			
ENSG00000215952	MIR921			
ENSG00000278549	MIR6736			
ENSG00000252303	RNU6-280P			
ENSG00000221698	MIR548H3			
ENSG00000266886	U6			
ENSG00000239471	RN7SL584P			
ENSG00000206939	RNU6-281P	ENSMUSG00000095780	Gm24674	ortholog_one2many
ENSG00000239069	Y_RNA			
ENSG00000209480	SNORD83B	ENSMUSG00000077734	Snord83b	ortholog_one2one
ENSG00000252595	RN7SKP82			
ENSG00000278007	Metazoa_SRP			
ENSG00000252290	SNORA25			
ENSG00000222451	RN7SKP143			
ENSG00000212157	RNU6-1319P	ENSMUSG00000088360	Gm23500	ortholog_many2many
ENSG00000212157	RNU6-1319P	ENSMUSG00000088855	Gm24724	ortholog_many2many
ENSG00000222375	RN7SKP127	ENSMUSG00000089148	Gm23408	ortholog_one2many
ENSG00000212371	SNORA46	ENSMUSG00000065089	Gm26493	ortholog_one2many
ENSG00000212135	SNORD67	ENSMUSG00000077221	Snord67	ortholog_one2one
ENSG00000207187	SNORA10B	ENSMUSG00000077463	Gm26418	ortholog_one2many
ENSG00000200827	RNU6-324P	ENSMUSG00000084558	Gm24836	ortholog_one2one
ENSG00000275979	CNOT3			
ENSG00000202025	RNU6-1240P	ENSMUSG00000089107	Gm23117	ortholog_one2one
ENSG00000201548	Y_RNA			
ENSG00000239127	SNORD125	ENSMUSG00000088634	Gm24958	ortholog_one2one
ENSG00000278045	WT1-AS_3	ENSMUSG00000098459	Gm27308	ortholog_one2one
ENSG00000240613	RN7SL98P			
ENSG00000207499	Y_RNA			
ENSG00000276189	TP73-AS1			
ENSG00000252936	RNA5SP423	ENSMUSG00000088205	Gm23392	ortholog_one2many
ENSG00000238785	RNU7-92P			
ENSG00000266884	U1			
ENSG00000278100	Metazoa_SRP			
ENSG00000199735	RNU6-227P			
